Mall Name,Tenant
The Woodleigh Mall,LAC Nutrition for LifeBeauty Essentials & Health And Pharmacy#B1-35
The Woodleigh Mall,Laundry ClubBank & Services And Others#B1-20
The Woodleigh Mall,Lee Wee & BrothersConfectionery & Specialties And Snacks#B1-K7
The Woodleigh Mall,LeNu Chef Wai's Noodle BarFood Court & Restaurant And Cafes#01-41
The Woodleigh Mall,Maki-SanConfectionery & Specialties And Snacks#B1-K18/K19
The Woodleigh Mall,Mavis Tutorial CentreKids & Enrichment Centres#01-09
The Woodleigh Mall,McDonald'sFood Court & Restaurant And Cafes#B1-11/12
The Woodleigh Mall,MelvadosConfectionery & Specialties And Snacks#B1-07A
The Woodleigh Mall,Mind StretcherKids & Enrichment Centres#01-10/11
The Woodleigh Mall,MindSpaceKids & Enrichment Centres#02-35/36
The Woodleigh Mall,Mobile ArtElectronics & Telecommication And IT#B1-16
The Woodleigh Mall,Mr BeanConfectionery & Specialties And Snacks#B1-K10
The Woodleigh Mall,Mr CoconutConfectionery & Specialties And Snacks#B1-K27
The Woodleigh Mall,My Briyani HouseFood Court & Restaurant And Cafes#01-57
The Woodleigh Mall,Nam Kee PauConfectionery & Specialties And Snacks#B1-K33
The Woodleigh Mall,NaNa Curry ExpressConfectionery & Specialties And Snacks#B1-K15
The Woodleigh Mall,NK HairworksHair & Beauty And Wellness#02-39
The Woodleigh Mall,No.17 TeaConfectionery & Specialties And Snacks#B1-03
The Woodleigh Mall,OJO VisionCareOptical#B1-30
The Woodleigh Mall,Old Chang KeeConfectionery & Specialties And Snacks#B1-K1/K2
The Woodleigh Mall,OLLA Specialty CoffeeFood Court & Restaurant And Cafes#01-55
The Woodleigh Mall,Oodles LearningKids & Enrichment Centres#02-22
The Woodleigh Mall,OPI SpaHair & Beauty And Wellness#02-42
The Woodleigh Mall,OSIMHome & Lifestyle#B1-31
The Woodleigh Mall,OWNDAYSOptical#B1-37
The Woodleigh Mall,Paradise ClassicFood Court & Restaurant And Cafes#01-41
The Woodleigh Mall,Parkway MediCentreClinics#02-25 to 27
The Woodleigh Mall,Pasta ExpressConfectionery & Specialties And Snacks#B1-K23
The Woodleigh Mall,Pepper LunchFood Court & Restaurant And Cafes#01-54
The Woodleigh Mall,Popeyes Famous Louisiana KitchenFood Court & Restaurant And Cafes#B1-13
The Woodleigh Mall,POPULAR BookstoreBooks & Stationery And Gifts And Hobbies#B1-25
The Woodleigh Mall,PouletFood Court & Restaurant And Cafes#B1-26/27
The Woodleigh Mall,ProHealth Medical GroupClinics#02-10
The Woodleigh Mall,Project AçaíConfectionery & Specialties And Snacks#B1-K28
The Woodleigh Mall,PULSE TCM Clinic | PULSE+ Allied Health ClinicClinics#02-29
The Woodleigh Mall,QIN JI Rougamo秦记肉夹馍Food Court & Restaurant And Cafes#B1-K35/K36
The Woodleigh Mall,QQuoConfectionery & Specialties And Snacks#B1-K17
The Woodleigh Mall,Raffles MedicalClinics#02-08
The Woodleigh Mall,Royce Dental SurgeryClinics#02-11/12
The Woodleigh Mall,San.wichConfectionery & Specialties And Snacks#B1-K14
The Woodleigh Mall,Singtel Exclusive RetailerElectronics & Telecommication And IT#B1-14
The Woodleigh Mall,SkechersFashion & Accessories And Shoes#01-18 to 21
The Woodleigh Mall,SmöoyConfectionery & Specialties And Snacks#B1-K12
The Woodleigh Mall,snacKING Retro BiscuitsConfectionery & Specialties And Snacks#B1-K46
The Woodleigh Mall,So PhoFood Court & Restaurant And Cafes#01-29/30
The Woodleigh Mall,Sogdo KoreanConfectionery & Specialties And Snacks#B1-K16
The Woodleigh Mall,StarbucksFood Court & Restaurant And Cafes#01-01
The Woodleigh Mall,Stuff'dConfectionery & Specialties And Snacks#B1-K25
The Woodleigh Mall,SubwayFood Court & Restaurant And Cafes#B1-05
The Woodleigh Mall,Surrey Hills GrocerFood Court & Restaurant And Cafes#01-52/53
The Woodleigh Mall,Swee Heng 1989 ClassicConfectionery & Specialties And Snacks#B1-K41
The Woodleigh Mall,Ten Points PorridgeFood Court & Restaurant And Cafes#B1-K37
The Woodleigh Mall,Tenderfresh XpressConfectionery & Specialties And Snacks#B1-K20/K21
The Woodleigh Mall,The Eton AcademyKids & Enrichment Centres#01-12/13
The Woodleigh Mall,The Green PartyBooks & Stationery And Gifts And Hobbies#01-46/47
The Woodleigh Mall,The Learning LabKids & Enrichment Centres#02-17/18
The Woodleigh Mall,The Seafood Market Place by Song FishSupermarket#B1-29
The Woodleigh Mall,The Soup Spoon UnionFood Court & Restaurant And Cafes#01-39
The Woodleigh Mall,The Write ConnectionKids & Enrichment Centres#02-14
The Woodleigh Mall,TheJellyHeartsConfectionery & Specialties And Snacks#B1-K9
The Woodleigh Mall,Thomson Chinese MedicineClinics#02-03
The Woodleigh Mall,Thomson Paediatric CentreClinics#02-06
The Woodleigh Mall,Thomson Specialist CentreClinics#02-05
The Woodleigh Mall,Thomson Women's ClinicClinics#02-07
The Woodleigh Mall,Time for ThaiFood Court & Restaurant And Cafes#B1-K38
The Woodleigh Mall,Tiong Bahru BakeryFood Court & Restaurant And Cafes#02-47
The Woodleigh Mall,Tiong Bahru Jian Bo Shui KuehConfectionery & Specialties And Snacks#B1-K13
The Woodleigh Mall,Toast BoxFood Court & Restaurant And Cafes#01-35/36
The Woodleigh Mall,TRTFashion & Accessories And Shoes#01-49
The Woodleigh Mall,Twelve CupcakesConfectionery & Specialties And Snacks#B1-K3
The Woodleigh Mall,umisushiFood Court & Restaurant And Cafes#B1-K51/52
The Woodleigh Mall,Unity PharmacyBeauty Essentials & Health And Pharmacy#B1-28
The Woodleigh Mall,UOBBank & Services And Others#01-43
The Woodleigh Mall,V Medical Aesthetics and Laser ClinicHair & Beauty And Wellness#02-31/32
The Woodleigh Mall,VeganBurgFood Court & Restaurant And Cafes#01-37
The Woodleigh Mall,Venus BeautyBeauty Essentials & Health And Pharmacy#B1-23/24
The Woodleigh Mall,Vienna Music SchoolKids & Enrichment Centres#01-44/45
The Woodleigh Mall,Watami Japanese DiningFood Court & Restaurant And Cafes#02-21
The Woodleigh Mall,Wok HeyConfectionery & Specialties And Snacks#B1-K4
The Woodleigh Mall,Wonder GelatoConfectionery & Specialties And Snacks#B1-K29
The Woodleigh Mall,Woodleigh Care Family ClinicClinics#02-13
The Woodleigh Mall,Xin Yuan Ji 新源记Food Court & Restaurant And Cafes#B1-K39
The Woodleigh Mall,Ya Kun Kaya ToastFood Court & Restaurant And Cafes#B1-07 & B1-K30/K31
The Woodleigh Mall,Yale Smart ShopHome & Lifestyle#B1-18
The Woodleigh Mall,Yew Kee SpecialitiesFood Court & Restaurant And Cafes#B1-04
The Woodleigh Mall,Yi Fang Taiwan Fruit TeaConfectionery & Specialties And Snacks#B1-K5
The Woodleigh Mall,Yu Ba Fang 御八方Confectionery & Specialties And Snacks#B1-K24
The Woodleigh Mall,Blog
The Woodleigh Mall,Money Changers
The Woodleigh Mall,About Us
The Woodleigh Mall,Contact Us
The Woodleigh Mall,Terms and Conditions
The Woodleigh Mall,Privacy Policy
The Woodleigh Mall,Directory
The Woodleigh Mall,Deals
The Woodleigh Mall,About
Thomson Plaza,@Home-TechHobbies & Pets#01-118
Thomson Plaza,7-ElevenConvenience Store & Supermarket#01-44
Thomson Plaza,A-Star Bag & Jewellery CollectionsBags & Shoes#01-47
Thomson Plaza,Alteration CentreServices#01-09
Thomson Plaza,AMACHome & Lifestyle#01-118
Thomson Plaza,An Cee ChantelleFashion Apparels & Accessories#01-70
Thomson Plaza,"Ang Mo Kio Watch & Clocks Service CentreJewellery, Watches & Optics#01-81"
Thomson Plaza,ArtletteHobbies & Pets#03-18
Thomson Plaza,"Astons SpecialitiesConfectionary, Food & Beverages#01-124"
Thomson Plaza,Aureus AcademySchools#03-51
Thomson Plaza,BataBags & Shoes#01-12 & 01-14/15
Thomson Plaza,Beaute FitnessHair & Beauty#03-02
Thomson Plaza,Beaute HubHair & Beauty#02-03
Thomson Plaza,Beauty LanguageHair & Beauty#01-102
Thomson Plaza,"Bengawan SoloConfectionary, Food & Beverages#01-97"
Thomson Plaza,Best Home Employment AgencyServices#03-08
Thomson Plaza,"BetsubaraConfectionary, Food & Beverages#01-K3"
Thomson Plaza,"Burger KingConfectionary, Food & Beverages#01-115"
Thomson Plaza,C’est La VieFashion Apparels & Accessories#01-80
Thomson Plaza,"Cellar DeluxeConfectionary, Food & Beverages#01-79"
Thomson Plaza,"Chen Kang Wellness & Therapy CentreSports, Health & Wellness#03-11"
Thomson Plaza,"Chiropractic First The Spine & Nerve ClinicSports, Health & Wellness#03-10"
Thomson Plaza,Chiu PianoLeisure & Entertainment#02-06
Thomson Plaza,Choice SalonHair & Beauty#01-20
Thomson Plaza,Clarion Medical | AestheticsMedical & Dental#03-17
Thomson Plaza,"Claudon Gift & JewelrySports, Health & Wellness#01-07"
Thomson Plaza,"Coffee HiveConfectionary, Food & Beverages#02-09"
Thomson Plaza,Cool CollectionsFashion Apparels & Accessories#01-83
Thomson Plaza,Cotton HarvestFashion Apparels & Accessories#01-68
Thomson Plaza,Cow Play Cow MooLeisure & Entertainment#03-372
Thomson Plaza,Crafted IdentityHome & Lifestyle#01-K15
Thomson Plaza,Craftmode SalonHair & Beauty#02-01
Thomson Plaza,Crystal FanaticsFashion Apparels & Accessories#01-50
Thomson Plaza,DaisoHome & Lifestyle#01-85/86
Thomson Plaza,DBSServices#01-45
Thomson Plaza,"Diamond CraftJewellery, Watches & Optics#01-52"
Thomson Plaza,"Divine ConceptsJewellery, Watches & Optics#02-20"
Thomson Plaza,"DJ BakeryConfectionary, Food & Beverages#01-73"
Thomson Plaza,DLSK Cultural ApparelsFashion Apparels & Accessories#01-K14
Thomson Plaza,Dress SenseFashion Apparels & Accessories#01-60
Thomson Plaza,"Duke BakeryConfectionary, Food & Beverages#01-K2"
Thomson Plaza,"Dumplings CaféConfectionary, Food & Beverages#01-57"
Thomson Plaza,EC HouseHair & Beauty#03-31
Thomson Plaza,"Elites OpticsJewellery, Watches & Optics#01-10A"
Thomson Plaza,"Eng’s HeritageConfectionary, Food & Beverages#01-104/105"
Thomson Plaza,EpiSmile Inc Dental Group Pte LtdMedical & Dental#02-30
Thomson Plaza,EurekaFashion Apparels & Accessories#01-18
Thomson Plaza,EuroSenseHair & Beauty#01-89/90
Thomson Plaza,EuroSense Hair StudioHair & Beauty#01-89/90
Thomson Plaza,"Eyewear OpticsJewellery, Watches & Optics#01-66"
Thomson Plaza,FairPrice FinestConvenience Store & Supermarket#03-37/38
Thomson Plaza,Fashion LoftFashion Apparels & Accessories#01-17
Thomson Plaza,Fengshui D.I.YHome & Lifestyle#03-34A
Thomson Plaza,"First Contact Lens CentreJewellery, Watches & Optics#01-63/64"
Thomson Plaza,FittoniaManiaHobbies & Pets#01-02
Thomson Plaza,Forest WoodworkingHome & Lifestyle#02-31/32
Thomson Plaza,Foto Express Digital SolutionsLeisure & Entertainment#01-11
Thomson Plaza,"Four LeavesConfectionary, Food & Beverages#01-03"
Thomson Plaza,"FragranceConfectionary, Food & Beverages#01-105"
Thomson Plaza,Gadget Mix & SparkleGadgets & Electronics#02-35/36
Thomson Plaza,Genuine Appeal BoutiqueFashion Apparels & Accessories#B1-02
Thomson Plaza,Grayford FurnishingsHome & Lifestyle#02-14
Thomson Plaza,"GuardianSports, Health & Wellness#03-48"
Thomson Plaza,"Hajime Tonkatsu & RamenConfectionary, Food & Beverages#01-110"
Thomson Plaza,"Han’sConfectionary, Food & Beverages#01-121"
Thomson Plaza,Have FunLeisure & Entertainment#01-116
Thomson Plaza,Hawaii TailorServices#01-72
Thomson Plaza,Her Dress ShopFashion Apparels & Accessories#01-76
Thomson Plaza,"Hock Ann Jewellers LLPJewellery, Watches & Optics#01-67"
Thomson Plaza,"Hockhua TonicSports, Health & Wellness#01-99"
Thomson Plaza,"HoneyworldConfectionary, Food & Beverages#01-117"
Thomson Plaza,"House of Traditional Javanese MassageSports, Health & Wellness#03-13"
Thomson Plaza,Hua Cheng Education CentreSchools#03-24C
Thomson Plaza,I Care DentalMedical & Dental#03-15
Thomson Plaza,"IKURA Japanese Tapas BarConfectionary, Food & Beverages#01-43"
Thomson Plaza,Inhyung BbopkiLeisure & Entertainment#01-58
Thomson Plaza,JAJ Shoe & Key ServicesServices#01-68
Thomson Plaza,Japan HomeHome & Lifestyle#01-112 to 114
Thomson Plaza,Jean Yip HairdressingHair & Beauty#03-26
Thomson Plaza,Jeremy Exam PaperBooks & Stationery#01-10
Thomson Plaza,Jes ParisFashion Apparels & Accessories#01-58
Thomson Plaza,"Juice FarmConfectionary, Food & Beverages#01-K6"
Thomson Plaza,Juneberries HavenFashion Apparels & Accessories#01-06
Thomson Plaza,KAMYFashion Apparels & Accessories#01-09
Thomson Plaza,"Kei KaisendonConfectionary, Food & Beverages#01-K4"
Thomson Plaza,Keller BeauteousHair & Beauty#03-06/07
Thomson Plaza,"KFCConfectionary, Food & Beverages#02-24"
Thomson Plaza,KidsNexus Paediatric CentreMedical & Dental#03-03
Thomson Plaza,King Koil Bedding SpecialistHome & Lifestyle#02-04
Thomson Plaza,"KoufuConfectionary, Food & Beverages#01-106"
Thomson Plaza,KSSN Foreign ExchangeServices#03-34B
Thomson Plaza,LA BarbershopHair & Beauty#03-32
Thomson Plaza,Learning PointSchools#03-19/20
Thomson Plaza,Les CachetFashion Apparels & Accessories#01-48
Thomson Plaza,"LiHOConfectionary, Food & Beverages#01-K11"
Thomson Plaza,"Little Caesars PizzaConfectionary, Food & Beverages#01-108"
Thomson Plaza,Lush NailsHair & Beauty#02-11
Thomson Plaza,Mode CollectionFashion Apparels & Accessories#01-08
Thomson Plaza,MultiFlora NoibaraHair & Beauty#02-07
Thomson Plaza,Myths & Legends CollectionHome & Lifestyle#01-93/94
Thomson Plaza,Nail BlissHair & Beauty#01-62
Thomson Plaza,NTS MarketingBags & Shoes#02-21
Thomson Plaza,NTUC Health DenticareMedical & Dental#02-12
Thomson Plaza,"Nyonya Memories by IvinsConfectionary, Food & Beverages#01-59"
Thomson Plaza,"Old Chang KeeConfectionary, Food & Beverages#01-70/71"
Thomson Plaza,"OmotéConfectionary, Food & Beverages#03-24A"
Thomson Plaza,"Peach GardenConfectionary, Food & Beverages#01-87/88"
Thomson Plaza,Pedal WorksBags & Shoes#03-29
Thomson Plaza,Pet Lovers CentreHobbies & Pets#01-75
Thomson Plaza,"Pizza HutConfectionary, Food & Beverages#02-24"
Thomson Plaza,Poh KimLeisure & Entertainment#01-69
Thomson Plaza,Prestige Hair ‘N’ Beauty SalonHair & Beauty#03-16
Thomson Plaza,Regent ClinicMedical & Dental#03-12
Thomson Plaza,"Relax Foot & BodyworksSports, Health & Wellness#02-10A"
Thomson Plaza,"Retreat Into WellnessSports, Health & Wellness#01-40"
Thomson Plaza,RootesFashion Apparels & Accessories#01-21 to 29
Thomson Plaza,Ruma’s CollectionFashion Apparels & Accessories#01-78
Thomson Plaza,"San Ren XingConfectionary, Food & Beverages#01-122/123"
Thomson Plaza,"Secret ChamberKid's Fashion, Toys & Maternity#01-23 to 31"
Thomson Plaza,SG DecorHome & Lifestyle#01-103
Thomson Plaza,"Shining Painting Art & CraftKid's Fashion, Toys & Maternity#01-68"
Thomson Plaza,Simmons StudioHome & Lifestyle#01-24/25 & 01-32/33
Thomson Plaza,"Sin Chew OpticsJewellery, Watches & Optics#01-05"
Thomson Plaza,SorellaFashion Apparels & Accessories#01-49
Thomson Plaza,SpecialKids Child Health & Development ClinicMedical & Dental#02-02
Thomson Plaza,Star FashionFashion Apparels & Accessories#01-10
Thomson Plaza,"StarbucksConfectionary, Food & Beverages#01-37A"
Thomson Plaza,StiilanBags & Shoes#01-77
Thomson Plaza,"SubwayConfectionary, Food & Beverages#01-97"
Thomson Plaza,Suit Alteration & Laundry ServiceServices#03-33
Thomson Plaza,"Sushi TeiConfectionary, Food & Beverages#03-48"
Thomson Plaza,"Swensen’sConfectionary, Food & Beverages#03-23"
Thomson Plaza,Swing Bymany
Thomson Plaza,Sylvia McCully School of DancingSchools#03-21/22
Thomson Plaza,"Tea Tree CafeConfectionary, Food & Beverages#01-96"
Thomson Plaza,Ten 2 Ten BarberHair & Beauty#01-19
Thomson Plaza,"The Coriander CafeConfectionary, Food & Beverages#02-08"
Thomson Plaza,"The Grumpy BearConfectionary, Food & Beverages#02-10"
Thomson Plaza,The Laundry ClubServices#03-33
Thomson Plaza,"The Whisky DistilleryConfectionary, Food & Beverages#01-01"
Thomson Plaza,Thomson Plaza Dental SurgeryMedical & Dental#03-01
Thomson Plaza,"Tingkat PeraMakanConfectionary, Food & Beverages#03-44"
Thomson Plaza,Top Curls SalonHair & Beauty#03-05
Thomson Plaza,TopwayFashion Apparels & Accessories#01-80
Thomson Plaza,"Toy StationKid's Fashion, Toys & Maternity#01-22 to 30"
Thomson Plaza,"Tsukuda NojoConfectionary, Food & Beverages#03-50"
Thomson Plaza,"Twelve CupcakesConfectionary, Food & Beverages#01-K5"
Thomson Plaza,United Team LifestyleHome & Lifestyle#02-19
Thomson Plaza,"UnitySports, Health & Wellness#01-100/101"
Thomson Plaza,V.HiveHome & Lifestyle#03-24
Thomson Plaza,ViolettaFashion Apparels & Accessories#01-27 to 35
Thomson Plaza,Vision Interior DesignHome & Lifestyle#02-17
Thomson Plaza,"Wan Yang HealthSports, Health & Wellness#03-27"
Thomson Plaza,"Wang CafeConfectionary, Food & Beverages#03-44A"
Thomson Plaza,"WatsonsSports, Health & Wellness#03-30"
Thomson Plaza,Wing Joo LoongMedical & Dental#03-35
Thomson Plaza,WORLD OF FOUNTAINHome & Lifestyle#01-118/119
Thomson Plaza,Y.C Goh Clinc & Surgery for WomenMedical & Dental#03-09
Thomson Plaza,"Ya Kun Kaya ToastConfectionary, Food & Beverages#01-95"
Thomson Plaza,YamahaSchools#03-24
Thomson Plaza,"Yi Hao Dian (壹号店SPA)Sports, Health & Wellness#01-23"
Thomson Plaza,"YoguruConfectionary, Food & Beverages#01-K17"
Thomson Plaza,YSM BeautyHair & Beauty#01-89/90
Thomson Plaza,Blog
Thomson Plaza,Money Changers
Thomson Plaza,About Us
Thomson Plaza,Contact Us
Thomson Plaza,Terms and Conditions
Thomson Plaza,Privacy Policy
Tiong Bahru Plaza,@At TeaFood & Restaurants#01-158
Tiong Bahru Plaza,4Fingers Crispy ChickenFood & Restaurants#01-105
Tiong Bahru Plaza,7-ElevenServices#01-152
Tiong Bahru Plaza,A-One SignatureFood & Restaurants#02-134
Tiong Bahru Plaza,Ajisen RamenFood & Restaurants#02-133
Tiong Bahru Plaza,Allure Beauty SaloonHair & Beauty#03-108
Tiong Bahru Plaza,Anytime FitnessSports & Leisure#01-128
Tiong Bahru Plaza,Apgujeong Hair StudioHair & Beauty#03-106
Tiong Bahru Plaza,Bank Of ChinaBank & Money Changer#01-127
Tiong Bahru Plaza,Baskin RobbinsFood & Restaurants#01-107
Tiong Bahru Plaza,"BataLeather Goods, Bags & Shoes#02-130"
Tiong Bahru Plaza,Beauty LanguageHair & Beauty#B1-115
Tiong Bahru Plaza,Bee Cheng HiangFood & Restaurants#B1-120
Tiong Bahru Plaza,Bengawan SoloFood & Restaurants#B1-118
Tiong Bahru Plaza,Blue Ribbon Florist#B1-106
Tiong Bahru Plaza,Boost Juice BarsFood & Restaurants#B1-121
Tiong Bahru Plaza,BreadTalkFood & Restaurants#01-110
Tiong Bahru Plaza,Brow Art AsiaHair & Beauty#03-113
Tiong Bahru Plaza,Burger KingFood & Restaurants#01-106
Tiong Bahru Plaza,"ChallengerElectrical, Electronic, Camera & Telecommunication#03-114"
Tiong Bahru Plaza,ChateraiseFood & Restaurants#B1-127
Tiong Bahru Plaza,Cheryl WHair & Beauty#02-125
Tiong Bahru Plaza,Chinese Medical CentrePharmacy & Healthcare#04-101
Tiong Bahru Plaza,CraveFood & Restaurants#B1-K3
Tiong Bahru Plaza,D'PenyetzFood & Restaurants#B1-111
Tiong Bahru Plaza,DaisoDepartment Stores#02-117
Tiong Bahru Plaza,DecathlonSports & Leisure#01-108
Tiong Bahru Plaza,Dorra SlimmingHair & Beauty#03-112A
Tiong Bahru Plaza,"Dr JLeather Goods, Bags & Shoes#02-131"
Tiong Bahru Plaza,EAT.Food & Restaurants#B1-140
Tiong Bahru Plaza,Echo Of NatureFashion Wear & Accessories#01-139
Tiong Bahru Plaza,Eu Yan SangPharmacy & Healthcare#B1-126
Tiong Bahru Plaza,Eu Yan Sang TCM ClinicPharmacy & Healthcare#02-142
Tiong Bahru Plaza,EX BeautyHair & Beauty#03-107
Tiong Bahru Plaza,FairPrice FinestSupermarket#B1-122
Tiong Bahru Plaza,Four LeavesFood & Restaurants#B1-130
Tiong Bahru Plaza,Frames & LensesOptical#01-134
Tiong Bahru Plaza,Fruit Box 白香果Food & Restaurants#B1-112
Tiong Bahru Plaza,Fun ToastFood & Restaurants#01-161
Tiong Bahru Plaza,"Gadget MixElectrical, Electronic, Camera & Telecommunication#02-114"
Tiong Bahru Plaza,GiordanoFashion Wear & Accessories#02-129
Tiong Bahru Plaza,Golden VillageAmusement / Entertainment#04-105
Tiong Bahru Plaza,GuardianPharmacy & Healthcare#B1-125
Tiong Bahru Plaza,Heart Springs SpaHair & Beauty#04-102
Tiong Bahru Plaza,HiArtSchools & Offices#04-104
Tiong Bahru Plaza,HockHua TonicPharmacy & Healthcare#B1-129
Tiong Bahru Plaza,"iStudioElectrical, Electronic, Camera & Telecommunication#01-109"
Tiong Bahru Plaza,"Japan HomeFurniture, Furnishings & Household#B1-101"
Tiong Bahru Plaza,Jean YipHair & Beauty#03-104
Tiong Bahru Plaza,"Joe & DoughFood & Restaurants#TIONGBAHRUPLAZA,01-107"
Tiong Bahru Plaza,kcutsHair & Beauty#B1-105
Tiong Bahru Plaza,Kent Ridge Education HubSchools & Offices#02-145
Tiong Bahru Plaza,KFCFood & Restaurants#B1-133/134
Tiong Bahru Plaza,Khai Yong Heng Goldsmith & JewellersJewellery & Watches#01-138
Tiong Bahru Plaza,Kiddy PalaceToys & Collectibles#02-116
Tiong Bahru Plaza,KimageHair & Beauty#03-109
Tiong Bahru Plaza,KOI ThéFood & Restaurants#01-155
Tiong Bahru Plaza,KopitiamFood & Restaurants#03-101
Tiong Bahru Plaza,Kuriya Japanese MarketFood & Restaurants#B1-137
Tiong Bahru Plaza,LACPharmacy & Healthcare#B1-116
Tiong Bahru Plaza,Lee Heng JewellersJewellery & Watches#01-137
Tiong Bahru Plaza,Lee Lai JiakFood & Restaurants#02-105
Tiong Bahru Plaza,LiHO TEAFood & Restaurants#B1-K9
Tiong Bahru Plaza,London Weight ManagementHair & Beauty#02-141
Tiong Bahru Plaza,Long John Silver'sFood & Restaurants#01-160
Tiong Bahru Plaza,Maki-SanFood & Restaurants#01-159
Tiong Bahru Plaza,Maxi-CashServices#01-151
Tiong Bahru Plaza,McDonald’sFood & Restaurants#01-145
Tiong Bahru Plaza,"MobilestopElectrical, Electronic, Camera & Telecommunication#B1-114"
Tiong Bahru Plaza,Money ChangerBank & Money Changer#02-119A
Tiong Bahru Plaza,MOS BurgerFood & Restaurants#B1-139
Tiong Bahru Plaza,Mr BeanFood & Restaurants#B1-K4
Tiong Bahru Plaza,Mr. CoconutFood & Restaurants#01-153
Tiong Bahru Plaza,"My Digital LockServices,furniture, Furnishings & Household,electrical, Electronic, Camera And Telecommunication#02-132"
Tiong Bahru Plaza,Nail PalaceHair & Beauty#03-105
Tiong Bahru Plaza,Nailz GalleryHair & Beauty#B1-108
Tiong Bahru Plaza,Nam Kee PauFood & Restaurants#B1-K5
Tiong Bahru Plaza,Nana CurryFood & Restaurants#02-111
Tiong Bahru Plaza,Natural Wild HoneyPharmacy & Healthcare#03-K1
Tiong Bahru Plaza,New NadaHair & Beauty#B1-104
Tiong Bahru Plaza,New York Skin SolutionsHair & Beauty#02-120A
Tiong Bahru Plaza,Nine FreshFood & Restaurants#B1-K1
Tiong Bahru Plaza,OCBC BankBank & Money Changer#01-125
Tiong Bahru Plaza,Old Chang KeeFood & Restaurants#B1-119
Tiong Bahru Plaza,OSIMPharmacy & Healthcare#02-115
Tiong Bahru Plaza,OWNDAYSOptical#01-117
Tiong Bahru Plaza,Paris BaguetteFood & Restaurants#01-148
Tiong Bahru Plaza,PastaGoFood & Restaurants#B1-123
Tiong Bahru Plaza,PezzoFood & Restaurants#B1-K6
Tiong Bahru Plaza,Pixie Nail SpaHair & Beauty#02-121
Tiong Bahru Plaza,Pizza HutFood & Restaurants#02-119
Tiong Bahru Plaza,Play UnitedAmusement / Entertainment#02-127
Tiong Bahru Plaza,PlaymadeFood & Restaurants#01-154
Tiong Bahru Plaza,Polar Puffs & CakesFood & Restaurants#B1-K10
Tiong Bahru Plaza,POPULAR BookstoreBooks & Stationery#03-115
Tiong Bahru Plaza,POSB BankBank & Money Changer#01-123
Tiong Bahru Plaza,"PurelyFurniture, Furnishings & Household#01-141"
Tiong Bahru Plaza,QB HouseHair & Beauty#B1-107
Tiong Bahru Plaza,Ramen HitoyoshiFood & Restaurants#02-138
Tiong Bahru Plaza,REFASHFashion Wear & Accessories#02-126
Tiong Bahru Plaza,Riverside Grilled FishFood & Restaurants#02-109
Tiong Bahru Plaza,Royce Dental CentreServices#01-162 to 164
Tiong Bahru Plaza,Sakon ThaiFood & Restaurants#02-135
Tiong Bahru Plaza,SBCC Baby & Child ClinicPharmacy & Healthcare#02-139
Tiong Bahru Plaza,Shi Li Fang Hot PotFood & Restaurants#02-112
Tiong Bahru Plaza,Shinlin Street SnacksFood & Restaurants#B1-K2
Tiong Bahru Plaza,"Singtel Exclusive RetailerElectrical, Electronic, Camera & Telecommunication#01-157"
Tiong Bahru Plaza,SkechersSports & Leisure#01-142
Tiong Bahru Plaza,SkinGO!Hair & Beauty#B1-124
Tiong Bahru Plaza,"SKPGifts,books & Stationery#03-103"
Tiong Bahru Plaza,SMA - Super Makan AsiaFood & Restaurants#B1-136
Tiong Bahru Plaza,SMIGYAmusement / Entertainment#02-115A
Tiong Bahru Plaza,Spectacle HutOptical#01-144
Tiong Bahru Plaza,Stalford Learning CentreSchools & Offices#02-102
Tiong Bahru Plaza,Standard PhotoServices#B1-110
Tiong Bahru Plaza,Star River Language SchoolSchools & Offices#02-144
Tiong Bahru Plaza,StarbucksFood & Restaurants#01-111
Tiong Bahru Plaza,Stuff’dFood & Restaurants#B1-K8
Tiong Bahru Plaza,SubwayFood & Restaurants#01-103
Tiong Bahru Plaza,Surfers' ParadiseSports & Leisure#01-130
Tiong Bahru Plaza,Sushi TeiFood & Restaurants#03-110
Tiong Bahru Plaza,SushiroFood & Restaurants#02-118
Tiong Bahru Plaza,TAKA JewelleryJewellery & Watches#01-136
Tiong Bahru Plaza,The Body ShopHair & Beauty#01-115
Tiong Bahru Plaza,The Coffee Bean & Tea LeafFood & Restaurants#01-112
Tiong Bahru Plaza,"The HomeFurniture, Furnishings & Household#02-119A"
Tiong Bahru Plaza,The Orange AcademySchools & Offices#03-01
Tiong Bahru Plaza,The Soup SpoonFood & Restaurants#01-104
Tiong Bahru Plaza,The UndergroundFashion Wear & Accessories#01-140
Tiong Bahru Plaza,THEFACESHOPHair & Beauty#01-116
Tiong Bahru Plaza,Time StudioJewellery & Watches#01-135
Tiong Bahru Plaza,Tiong Bahru Dental SurgeryPharmacy & Healthcare#02-143
Tiong Bahru Plaza,Toast BoxFood & Restaurants#01-110
Tiong Bahru Plaza,Tongue Tip Beef NoodlesFood & Restaurants#02-107
Tiong Bahru Plaza,Tori QFood & Restaurants#B1-112A
Tiong Bahru Plaza,UniqloFashion Wear & Accessories#01-113
Tiong Bahru Plaza,United Overseas BankBank & Money Changer#01-101
Tiong Bahru Plaza,"Urban RepublicElectrical, Electronic, Camera & Telecommunication#01-133"
